JICHTICD,KOJINNO,DNWNOID,RIREKINO,SHKTURKGYUMNCHJ,KUSNGYUMNCHJ,KUSNSYSTEMNCHJ,KUSNCOMPMI,KUSNUSERID,YUKOFLAG,KSSIJOUTI,KYUJCHTICD,DNWNO,HNSHUDNWNO,KUKISHZKID,DNWNOKBN,USERMI,SHZKMI,GYUMID,BKU_60
244619,0001245112,1,1,20201028164226810,20201028164226810,20201028164226810,M-41785,tantou140,1,0,null,05144852525,05144852525,0000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001081772,1,1,20181012154851890,20181012154901109,20181012154901109,M-31310,tantou33,1,0,null,0787070707077070,0787070707077070,0000000000,1,担当３３,ＭＥＣ,000,７７０７ういお
244619,0001247832,1,1,20201029190321524,20201029190321524,20201029190321524,M-41785,tantou140,1,0,null,02522545858,02522545858,0000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001020102,1,1,20160826144741652,20160826144741652,20160826144741652,M-31302,tantou141,1,0,null,0000000000000000,0000000000000000,0000000000,1,担当１４１,ＭＥＣ,000,null
244619,0001220632,1,1,20180212180124135,20180220193505459,20180220193505459,M-29854,tantou139,0,0,null,0987(65)4321,0987654321,0000000000,1,担当１３９,ＭＥＣ,000,null
244619,0001220632,2,1,20180212180155804,20180220193509539,20180220193509539,M-29854,tantou139,0,0,null,1234-56-7890,1234567890,0000000000,1,担当１３９,ＭＥＣ,Fne,null
244619,0007019882,1,1,20190306000000000,20190306000000000,20190306191315357,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0007019912,1,1,20190306000000000,20190306000000000,20190306194901931,M-31302,tantou141,1,0,000000,090-0001-0001,09000010001,0000000000,2,CatS_5800一括取込,ＭＥＣ,Cat,null
244619,0007020252,1,1,20190307000000000,20190307000000000,20190307135932737,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001085662,1,1,20160227101431119,20160227101431119,20160227101431119,IE11WIN7,54,1,0,null,88494949,88494949,0000000000,1,担当５４,ＭＥＣ,000,null
244619,0000145622,2,1,20160407111524226,20160407112848410,20160407112848410,M-31280,tantou145,1,0,000000,0985693524,0985693524,0000000000,3,担当１４５,ＭＥＣ,000,テスト２
244619,0001142992,2,1,20170306161839416,20170331114521466,20170331114521466,M-31205,tantou144,0,0,null,1111111111111111,1111111111111111,0000000000,8,担当１４４,ＭＥＣ,000,null
244619,0001142992,3,1,20170525102557203,20170905201453409,20170905201453409,M-31205,tantou144,1,0,null,0598-51-3511,0598513511,0000000000,H,担当１４４,ＭＥＣ,000,null
244619,0001220632,5,1,20180227195211932,20180227195211932,20180227195211932,M-29854,tantou139,1,0,null,222222,222222,0000000000,2,担当１３９,ＭＥＣ,000,null
244619,0001031112,1,1,20211213130941118,20211213130941118,20211213130941134,M-41714,tantou106,1,0,null,09020211213,09020211213,9000000000,2,担当１０６,ＭＥＣ,000,null
244619,0000000872,2,1,20220318170705890,20220318170705890,20220318170705891,M-50062,tantou77,1,0,000000,9999999999999999,9999999999999999,0000000000,1,担当７７,ＭＥＣ,000,null
244619,0000000872,3,1,20220318170731607,20220318170731607,20220318170731607,M-50062,tantou77,1,0,000000,999999999999999,999999999999999,0000000000,1,担当７７,ＭＥＣ,000,null
244619,0001265822,1,1,20221215094913675,20221215094913675,20221215094913675,M-41785,tantou140,1,0,null,00000000000,00000000000,0000000000,2,担当１４０,ＭＥＣ,000,null
244619,0000092782,1,1,20151225135831190,20151225135831190,20151225135831191,M-31334,tantou33,1,0,000000,1234567899,1234567899,0000000000,1,担当３３,ＭＥＣ,000,null
244619,0001027492,1,1,20170410111915148,20170410111915148,20170410111915149,M-31205,tantou144,1,0,null,1511111111155115,1511111111155115,0000000000,8,担当１４４,ＭＥＣ,000,null
244619,0007020112,1,1,20190307000000000,20190307000000000,20190307101218957,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001043102,1,1,20160601085817911,20160601085817911,20160601085817911,M-29411,tantou34,1,0,null,0598513515,0598513515,0000000000,1,担当３４,ＭＥＣ,000,null
244619,0001031112,2,1,20211213131000220,20211213131000220,20211213131000221,M-41714,tantou106,1,0,null,059820211213,059820211213,0000000000,1,担当１０６,ＭＥＣ,000,null
244619,0000000872,1,1,20151202092721367,20151202092721367,20151202092721367,IE11WIN7,tantou51,1,0,000000,9999999999999999,9999999999999999,0000000000,2,担当５１,ＭＥＣ,000,null
