JICHTICD,KOJINNO,DNWNOID,RIREKINO,SHKTURKGYUMNCHJ,KUSNGYUMNCHJ,KUSNSYSTEMNCHJ,KUSNCOMPMI,KUSNUSERID,YUKOFLAG,KSSIJOUTI,KYUJCHTICD,DNWNO,HNSHUDNWNO,KUKISHZKID,DNWNOKBN,USERMI,SHZKMI,GYUMID,BKU_60
244619,0007020201,1,1,20190307000000000,20190307000000000,20190307115827580,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0007020171,1,1,20190307000000000,20190307000000000,20190307114847718,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001154141,4,1,20161024152210709,20161024152259974,20161024152259974,M-31332,tantou37,0,0,null,11111111111,11111111111,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0005022011,2,1,20161024154236019,20161024154236019,20161024154236019,M-31332,tantou37,1,0,000000,11111111111,11111111111,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0001050281,2,1,20160215104436012,20160215104436012,20160215104436012,IE11WIN7,54,1,0,null,7878197293,7878197293,0000000000,4,担当５４,ＭＥＣ,000,２３４２３
244619,0001159551,1,1,20150408091703157,20150408091703157,20150408091703157,M-31270,tantou103,1,0,null,07060705281,07060705281,0000000000,2,担当１０３,ＭＥＣ,000,null
244619,0001174711,1,1,20150407165107520,20150407165107520,20150407165107520,M-31270,tantou103,1,0,null,08070604124,08070604124,0000000000,2,担当１０３,ＭＥＣ,000,null
244619,0000002361,7,1,20160222102105062,20160222102105062,20160222102105062,M-31208,tantou26,1,0,000000,090-9999-9999,09099999999,0000000000,2,担当２６,ＭＥＣ,000,null
244619,0070100701,2,1,20161108100542241,20161108100542241,20161108100542241,M-31237,tantou40,1,0,000000,09011112222,09011112222,0000000000,2,担当４０,ＭＥＣ,000,null
244619,0000065171,1,1,20190618164421664,20190618164421664,20190618164421664,M-41159,tantou66,1,0,000000,111-1111-1111,11111111111,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0000000001,3,1,20160526155511240,20190627144635777,20190627144635777,M-31169,tantou35,1,0,000000,33-3334,333334,0000000000,3,担当３５,ＭＥＣ,000,<テスト開始>”ダカ”",”<テスト終了>
244619,6000003491,7,1,20160526162103875,20170731115256231,20170731115256231,M-31280,tantou145,1,0,000000,11-1111,111111,0000000000,Y,担当１４５,ＭＥＣ,Zst,null
244619,0007019891,1,1,20190306000000000,20190306000000000,20190306191315357,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0007020261,1,1,20190307000000000,20190307000000000,20190307135932737,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,6000003491,6,1,20160526105831460,20160621090221586,20160621090221586,M-31208,tantou26,0,0,000000,11-1111,111111,0000000000,X,担当２６,ＭＥＣ,000,<テスト開始>ダカ",<テスト終了>
244619,0007015291,2,1,20160928132141970,20160928132141970,20160928132141970,M-31302,tantou141,1,0,000000,1234567890123,1234567890123,0000000000,4,担当１４１,ＭＥＣ,000,ｸﾞﾙｰﾌﾟ指定
244619,0001206541,1,1,20160928132234682,20160928132234682,20160928132234682,M-31302,tantou141,1,0,null,12345555,12345555,0000000000,1,担当１４１,ＭＥＣ,000,ｸﾞﾙｰﾌﾟ未指定
244619,0001206541,2,1,20160928132316239,20160928132350449,20160928132350449,M-31302,tantou141,1,0,null,09000000000,09000000000,0000000000,2,担当１４１,ＭＥＣ,000,ｸﾞﾙｰﾌﾟ指定
244619,0001082621,1,1,20180214091657832,20180214092253621,20180214092253621,M-31303,tantou140,0,0,null,059-222-0001,0592220001,0000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001082621,3,1,20180214091750112,20180214092259922,20180214092259922,M-31303,tantou140,0,0,null,059-222-0003,0592220003,0000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001082621,4,1,20180214091805831,20180214092247321,20180214092247321,M-31303,tantou140,0,0,null,059-222-0004,0592220004,9000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001082621,5,1,20180214091820159,20180214091820159,20180214091820159,M-31303,tantou140,1,0,null,059-222-0005,0592220005,0000000000,1,担当１４０,ＭＥＣ,Cat,null
244619,0001082621,6,1,20180214091838207,20180214091838207,20180214091838207,M-31303,tantou140,1,0,null,059-222-0006,0592220006,9000000000,1,担当１４０,ＭＥＣ,Cat,null
244619,0001239741,1,1,20191015112456141,20191015112456141,20191015112456141,M-36807,mecfull,1,0,null,00011112222,00011112222,0000000000,1,担当者,ＭＥＣ,000,null
244619,0001016181,4,1,20210924161252762,20211210112701639,20211210112701639,M-41714,tantou106,1,0,null,1111111111111111,1111111111111111,9000000000,1,担当１０６,ＭＥＣ,000,null
244619,0000003901,1,1,20230203165244344,20230203165302690,20230203165302690,M-50597,tantou35,0,0,000000,0258932126,0258932126,0000000000,1,担当３５,ＭＥＣ,000,null
244619,0001023071,1,1,20160229181516172,20160229181516172,20160229181516172,IE11WIN7,tantou89,1,0,null,032002222,032002222,9000000000,1,担当８９,ＭＥＣ,Xye,null
244619,0001188461,2,1,20160829132443172,20160829132443172,20160829132443172,M-29448,54,1,0,null,408881781,408881781,0000000000,2,担当５４,ＭＥＣ,000,null
244619,0000122301,1,1,20170724165632240,20170724165632240,20170724165632240,M-29848,tantou66,1,0,000000,012-345-6789,0123456789,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0007020091,1,1,20190307000000000,20190307000000000,20190307100944679,M-31302,tantou141,1,0,000000,090-0000-0000,09000000000,0000000000,2,CatS_5800一括取込,ＭＥＣ,Cat,null
244619,0007020121,1,1,20190307000000000,20190307000000000,20190307101218957,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001154141,2,1,20161024152012819,20161024152142754,20161024152142754,M-31332,tantou37,0,0,null,11111111111,11111111111,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0001154141,3,1,20161024152125219,20161024152136451,20161024152136451,M-31332,tantou37,0,0,null,11111111112,11111111112,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0001154141,5,1,20161024152342562,20161024152342562,20161024152342562,M-31332,tantou37,1,0,null,11111111111,11111111111,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0007020341,1,1,20190307000000000,20190307000000000,20190307170300320,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0000292891,1,1,20161023114745603,20161023114745603,20161023114745603,M-31205,tantou144,1,0,000000,11111,11111,0000000000,1,担当１４４,ＭＥＣ,000,null
244619,0001082621,7,1,20180214091936183,20180214092436045,20180214092436045,M-31303,tantou140,0,0,null,059-222-0011,0592220011,0000000000,1,担当１４０,ＭＥＣ,Fjf,null
244619,0001019031,1,1,20211213131305094,20211214092011879,20211214092011879,M-41714,tantou106,1,0,null,059820211214,059820211214,9000000000,1,担当１０６,ＭＥＣ,000,null
244619,0001019031,2,1,20211213131318173,20211213165401857,20211213165401857,M-41714,tantou106,0,0,null,09020211213,09020211213,9000000000,2,担当１０６,ＭＥＣ,000,null
244619,0001019031,3,1,20211213131334252,20211214092000948,20211214092000949,M-41714,tantou106,1,0,null,059320211214,059320211214,9000000000,3,担当１０６,ＭＥＣ,000,null
244619,0001016211,1,1,20211214091033412,20211214091033412,20211214091033428,M-41714,tantou106,1,0,null,09020211214,09020211214,9000000000,2,担当１０６,ＭＥＣ,000,null
244619,0001016211,2,1,20211214091053767,20211214091053767,20211214091053767,M-41714,tantou106,1,0,null,059820211214,059820211214,9000000000,3,担当１０６,ＭＥＣ,000,null
244619,0007019271,1,1,20190131000000000,20190131000000000,20190131100608865,M-31302,tantou141,1,0,000000,0000-000-000,0000000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0008003351,1,1,20190306000000000,20190306000000000,20190306165344390,M-31302,tantou141,1,0,000000,090-0000-0000,09000000000,0000000000,2,CatS_5800一括取込,ＭＥＣ,Cat,null
244619,0001188461,1,1,20160829132303159,20160829132358817,20160829132358817,M-29448,54,1,0,null,109489985,109489985,0000000000,1,担当５４,ＭＥＣ,000,メモ
244619,0001021001,1,1,20170710170042929,20170710170042929,20170710170042929,M-31205,tantou144,1,0,null,1213211,1213211,0000000000,1,担当１４４,ＭＥＣ,000,null
244619,0001082621,2,1,20180214091715331,20180214092256491,20180214092256491,M-31303,tantou140,0,0,null,059-222-0002,0592220002,0000000000,1,担当１４０,ＭＥＣ,000,null
244619,0001082621,8,1,20180214091952545,20180214092250892,20180214092250892,M-31303,tantou140,0,0,null,059-222-0012,0592220012,9000000000,1,担当１４０,ＭＥＣ,Fjf,null
244619,0001082621,9,1,20180214092111711,20180214092111711,20180214092111711,M-31303,tantou140,1,0,null,059-222-0021,0592220021,0000000000,1,担当１４０,ＭＥＣ,Fne,null
244619,0001033221,2,1,20200707113539176,20200707113539176,20200707113539176,M-50062,tantou77,1,0,null,090-2222-3333,09022223333,0000000000,2,担当７７,ＭＥＣ,000,null
244619,0005800471,1,1,20210924160801456,20210924160820590,20210924160820590,M-41714,tantou106,1,0,null,0111111111111111,0111111111111111,0000000000,1,担当１０６,ＭＥＣ,000,null
244619,0070100701,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070100751,1,1,20090406000000000,20090406000000000,20090406000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105141,1,1,20090603000000000,20090603000000000,20090603000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0001020251,1,1,20110118140432000,20110118140432000,20110118140432000,M-29411,demo,1,0,null,000-1237-****,0001237****,0000000000,1,籔谷　季代,こども係２,Fkt,null
244619,0000084901,1,1,20110215133101750,20110215133101750,20110215133101750,M-10817,demo,1,0,000000,1234-556****,123455****,0000000000,1,担当２９,ＭＥＣ,Fks,null
244619,0070105531,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105581,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105701,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105751,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105921,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105971,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070106121,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070106901,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107101,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107321,1,1,20090804000000000,20090804000000000,20090804000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107371,1,1,20100208000000000,20100208000000000,20100208000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107711,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070100191,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070100311,1,1,20090810000000000,20090810000000000,20090810000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070100361,1,1,20100106000000000,20100106000000000,20100106000000000,tousho,demo,1,0,000000,03--****-****,03********,0000000000,A,tousho,null,null,null
