JICHTICD,KOJINNO,DNWNOID,RIREKINO,SHKTURKGYUMNCHJ,KUSNGYUMNCHJ,KUSNSYSTEMNCHJ,KUSNCOMPMI,KUSNUSERID,YUKOFLAG,KSSIJOUTI,KYUJCHTICD,DNWNO,HNSHUDNWNO,KUKISHZKID,DNWNOKBN,USERMI,SHZKMI,GYUMID,BKU_60
244619,0001210017,1,1,20180110113954546,20180110113954546,20180110113954546,M-31200,tantou118,1,0,null,1213123123123122,1213123123123122,9000000000,1,担当１１８,ＭＥＣ,Csm,null
244619,0007020147,1,1,20190307000000000,20190307000000000,20190307104314537,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0000244937,1,1,20190618164538542,20190618164538542,20190618164538542,M-41159,tantou66,1,0,000000,0123-45-6789,0123456789,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0001021087,1,1,20211111090257083,20211111090257083,20211111090257084,M-41714,tantou106,1,0,null,0598211111,0598211111,0000000000,1,担当１０６,ＭＥＣ,000,null
244619,0007020317,1,1,20190307000000000,20190307000000000,20190307164310730,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0000000007,1,1,20180622154512021,20180622154512021,20180622154512021,M-31236,tantou62,1,0,000000,0598-00-0007,0598000007,0000000000,1,担当６２,ＭＥＣ,000,null
244619,0007001657,1,1,20190121141844598,20190121141844598,20190121141844598,M-41159,tantou66,1,0,000000,0123-45-7890,0123457890,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0007001657,2,1,20190121141901084,20190121141901084,20190121141901084,M-41159,tantou66,1,0,000000,010-1234-5678,01012345678,0000000000,2,担当６６,ＭＥＣ,000,null
244619,0007020007,1,1,20190307000000000,20190307000000000,20190307091452219,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001205587,1,1,20170715153207018,20170715153207018,20170715153207018,M-29448,54,1,0,null,13469464,13469464,0000000000,1,担当５４,ＭＥＣ,Yss,null
244619,0001192647,1,1,20161026184103078,20161026184103078,20161026184103078,M-31332,tantou37,1,0,null,11111111112,11111111112,0000000000,1,担当３７,ＭＥＣ,000,null
244619,0001097997,1,1,20150210170757527,20150210170757527,20150210170757527,M-29854,tantou139,1,0,null,1111111111111111,1111111111111111,0000000000,1,担当１３９,ＭＥＣ,Fne,null
244619,0001131087,1,1,20160701085907192,20160701085948704,20160701085948704,M-31302,tantou141,1,0,null,123-45-67890123,1234567890123,0000000000,1,担当１４１,ＭＥＣ,Yss,null
244619,0007020287,1,1,20190307000000000,20190307000000000,20190307141011705,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001041037,1,1,20151202195849078,20151202195849078,20151202195849079,IE11WIN7,tantou118,1,0,null,123456789,123456789,0000000000,1,担当１１８,ＭＥＣ,000,null
244619,0001220217,1,1,20190213144624233,20220720113119348,20220720113119348,M-50601,tantou66,1,0,null,011-222-3333,0112223333,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0000093827,1,1,20190314203431988,20190314203431988,20190314203431988,M-41159,tantou66,1,0,000000,111-222-3333,1112223333,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0070105117,1,1,20100225000000000,20100225000000000,20100225000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105557,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070105947,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070106147,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070106977,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107127,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107177,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107347,1,1,20100106000000000,20100106000000000,20100106000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107397,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0070107567,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,052-****-****,052********,0000000000,A,tousho,null,null,null
244619,0070107737,1,1,20090929000000000,20090929000000000,20090929000000000,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
244619,0005120817,1,1,20100201181754000,20100201181754000,20100201181754000,JCH-PC08771,demo,1,0,000000,03-6741-****,036741****,0000000000,6,1073,null,null,null
244619,0005126677,1,1,20080728152621000,20080728152621000,20080728152621000,JCH-PC08768,demo,1,0,000000,042-757-****,042757****,0000000000,6,1088,null,null,null
244619,0070100117,1,1,20090328195258967,20090328195258967,20090328195258967,tousho,demo,1,0,000000,059-****-****,059********,0000000000,A,tousho,null,null,null
