JICHTICD,KOJINNO,DNWNOID,RIREKINO,SHKTURKGYUMNCHJ,KUSNGYUMNCHJ,KUSNSYSTEMNCHJ,KUSNCOMPMI,KUSNUSERID,YUKOFLAG,KSSIJOUTI,KYUJCHTICD,DNWNO,HNSHUDNWNO,KUKISHZKID,DNWNOKBN,USERMI,SHZKMI,GYUMID,BKU_60
244619,0001077864,6,1,20151008155545354,20151008155545354,20151008155545354,M-29850,iryouH,1,0,null,09011223344,09011223344,0000000000,2,医療保険課Ｈ,国民年金係,000,他部署登録２
244619,0001167294,1,1,20160802105247835,20160802105247835,20160802105247835,M-31280,tantou145,1,0,null,0597364578,0597364578,0000000000,1,担当１４５,ＭＥＣ,000,null
244619,0000105874,1,1,20190618164731063,20190618164731063,20190618164731063,M-41159,tantou66,1,0,000000,222-333-4444,2223334444,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0001128604,2,1,20190807100717631,20190807100717631,20190807100717631,M-41778,tantou25,1,0,null,9999-99-9999,9999999999,0000000000,1,担当２５,ＭＥＣ,000,null
244619,0007019904,1,1,20190306000000000,20190306000000000,20190306194901931,M-31302,tantou141,1,0,000000,090-0000-0000,09000000000,0000000000,2,CatS_5800一括取込,ＭＥＣ,Cat,null
244619,0008003424,1,1,20190306000000000,20190306000000000,20190306204145576,M-31302,tantou141,1,0,000000,0598-111-111,0598111111,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0000000034,1,1,20150308172618648,20150308172618648,20150308172618648,M-31278,tantou36,1,0,000000,9874563210,9874563210,0000000000,1,担当３６,ＭＥＣ,Yss,電話番号追加
244619,0007020244,1,1,20190307000000000,20190307000000000,20190307135932737,M-31302,tantou141,1,0,000000,0598-000-000,0598000000,0000000000,1,CatS_5810一括取込,ＭＥＣ,Cat,null
244619,0001077864,1,1,20151008143914141,20151008143914141,20151008143914141,M-29850,tantou29,1,0,null,0598606060,0598606060,0000000000,1,担当２９,ＭＥＣ,000,自部署登録
244619,0001077864,5,1,20151008150856675,20151008150856675,20151008150856675,M-29850,tantou29,1,0,null,07099889988,07099889988,0000000000,2,担当２９,ＭＥＣ,000,自部署登録
244619,0001028774,3,1,20160526110142801,20160526160430664,20160526160430664,M-31343,tantou46,1,0,null,22-2222,222222,0000000000,X,担当４６,ＭＥＣ,000,<テスト開始>ダダ""ダシ"'ダカ",ダ改"
ダT" シダ'"カダ,"改ダ
"Tダ "ダダダ"""<テスト終了>
244619,0001094904,1,1,20160709154740808,20160709155351658,20160709155351658,M-29448,54,0,0,null,123456789,123456789,0000000000,Y,担当５４,ＭＥＣ,000,null
244619,0080007604,3,1,20170621114958619,20170621164901699,20170621164901699,M-29848,tantou66,1,0,000000,012-3456-7890,01234567890,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0000098194,1,1,20190319091407829,20190319091407829,20190319091407829,M-41159,tantou66,1,0,000000,(123)321-1230,1233211230,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0000255504,1,1,20160225202101443,20160225202101443,20160225202101443,M-29856,tantou89,1,0,000000,032002222,032002222,9000000000,1,担当８９,ＭＥＣ,Fho,null
244619,0000153364,1,1,20160229180848111,20160229180848111,20160229180848111,IE11WIN7,tantou89,1,0,000000,032002222,032002222,9000000000,1,担当８９,ＭＥＣ,Fho,null
244619,0001118544,1,1,20170727132303476,20170727132303476,20170727132303476,M-31230,tantou57,1,0,null,9999-5878-1254,999958781254,0000000000,X,担当５７,ＭＥＣ,000,null
244619,0000123014,1,1,20190618173707467,20190618173707467,20190618173707467,M-41159,tantou66,1,0,000000,12-345-6789,123456789,0000000000,1,担当６６,ＭＥＣ,000,null
244619,0001031104,1,1,20211213130421575,20211214091455672,20211214091455672,M-41714,tantou106,1,0,null,059820211214,059820211214,9000000000,3,担当１０６,ＭＥＣ,000,null
244619,0001265814,1,1,20221215094820062,20221215094820062,20221215094820062,M-41785,tantou140,1,0,null,00000000000,00000000000,0000000000,2,担当１４０,ＭＥＣ,000,null
244619,0007020104,1,1,20190307000000000,20190307000000000,20190307100944679,M-31302,tantou141,1,0,000000,090-0001-0001,09000010001,0000000000,2,CatS_5800一括取込,ＭＥＣ,Cat,null
244619,0001086294,1,1,20170113162933402,20170606170538285,20170606170538285,M-31311,tantou51,1,0,null,1234567123123589,1234567123123589,0000000000,8,担当５１,ＭＥＣ,000,null
